ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,62,1,2024-11-06,Brigham Young,,Idaho,REG (Non-Conf),W 67-62,,1,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1,0,-0.1,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
2,63,5,2024-11-19,Brigham Young,,McNeese State,REG (Non-Conf),W 85-64,,4,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
3,64,7,2024-11-28,Brigham Young,N,Rice,REG (Non-Conf),W 63-51,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
4,65,8,2024-11-29,Brigham Young,N,Iowa,REG (Non-Conf),L 48-68,,1,1,2,.500,1,2,.500,0,0,.750,0,0,0,0,0,0,0,0,0,0,3,2.0,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
5,66,9,2024-12-05,Brigham Young,@,UTEP,REG (Non-Conf),W 81-68,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
6,67,10,2024-12-10,Brigham Young,,Utah Valley,REG (Non-Conf),W 76-36,,5,1,2,.500,1,2,.500,0,0,.750,0,0,0,1,1,0,0,0,0,0,3,2.3,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
7,68,11,2024-12-13,Brigham Young,@,Washington State,REG (Non-Conf),W 72-57,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
8,69,13,2025-01-01,Brigham Young,@,Cincinnati,REG (Conf),L 63-72,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
9,70,14,2025-01-04,Brigham Young,@,West Virginia,REG (Conf),L 53-66,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
10,71,15,2025-01-08,Brigham Young,,Houston,REG (Conf),W 89-75,,2,0,1,.000,0,1,.000,0,0,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
11,72,16,2025-01-11,Brigham Young,,Kansas State,REG (Conf),L 65-92,,9,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,1,1,0,-0.7,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
12,73,17,2025-01-18,Brigham Young,@,Texas Tech,REG (Conf),L 65-70,,4,1,2,.500,1,2,.500,0,0,.750,0,0,0,0,0,1,0,0,0,1,3,2.3,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
13,74,18,2025-01-22,Brigham Young,@,Iowa State,REG (Conf),L 59-82,,9,0,2,.000,0,2,.000,0,0,.000,0,0,0,1,1,2,0,0,0,0,0,0.3,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
14,75,20,2025-01-29,Brigham Young,,Colorado,REG (Conf),L 66-67,,13,2,6,.333,2,6,.333,0,0,.500,0,0,0,1,1,1,0,0,1,1,6,2.2,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
15,76,23,2025-02-08,Brigham Young,@,Baylor,REG (Conf),L 71-83,,17,2,3,.667,2,3,.667,0,0,1.000,0,0,0,0,0,1,0,1,1,3,6,3.9,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
16,77,24,2025-02-11,Brigham Young,@,TCU,REG (Conf),L 47-79,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
17,78,27,2025-02-22,Brigham Young,,Arizona State,REG (Conf),L 73-85 (OT),,9,0,2,.000,0,2,.000,0,0,.000,0,0,0,3,3,0,0,0,1,0,0,-1.5,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
18,79,28,2025-02-25,Brigham Young,,Kansas,REG (Conf),L 66-71,,9,0,3,.000,0,3,.000,0,0,.000,0,0,0,3,3,1,0,0,0,0,0,-0.5,Hattie Ogden,https://www.sports-reference.com/cbb/players/hattie-ogden-1.html,brigham-young,2024-25
